"","SRR16611076","SRR16611077","SRR16611078","SRR16611088","SRR16611089","SRR16611090"
"PA14_RS17905",171,116,221,67,99,66
"PA14_RS17910",262,224,312,168,226,219
"PA14_RS17915",343,278,404,203,206,225
"PA14_RS17920",2062,1411,2322,965,1046,1041
"PA14_RS17925",415,286,405,257,256,307
"PA14_RS17930",600,491,634,473,592,609
"PA14_RS17935",413,469,445,244,299,314
"PA14_RS17940",1000,815,1070,1007,1180,1359
"PA14_RS17945",880,552,1098,496,491,573
"PA14_RS17950",319,261,463,181,222,235
"PA14_RS17955",53,27,59,108,139,146
"PA14_RS17960",32,19,24,23,16,29
"PA14_RS17965",263,221,223,189,228,360
"PA14_RS30665",20,17,27,19,31,35
"PA14_RS17970",55,39,68,112,126,140
"PA14_RS17975",326,255,372,283,340,380
"PA14_RS17980",391,308,397,301,324,371
"PA14_RS17985",457,329,439,440,532,518
"PA14_RS17990",4058,2672,5358,2015,1672,1970
"PA14_RS17995",2864,2966,2492,1611,1851,3055
"PA14_RS18000",3028,3366,3016,675,786,959
"PA14_RS18005",222,118,216,232,264,241
"PA14_RS18010",2186,880,1207,4021,5897,8967
"PA14_RS18015",1132,358,629,2193,3110,3975
"PA14_RS18020",287,91,131,582,624,914
"PA14_RS18025",2774,365,1910,6518,8613,10115
"PA14_RS18030",2117,2087,3031,2367,2861,2469
"PA14_RS18035",553,738,737,894,959,1009
"PA14_RS18040",185,231,211,223,228,315
"PA14_RS18045",1916,2240,1962,1679,1960,2452
"PA14_RS18050",1204,837,1547,1974,2508,3300
"PA14_RS18055",499,381,632,847,1122,1286
"PA14_RS18060",1064,655,1652,2261,2570,2489
"PA14_RS18065",81,49,184,120,149,156
"PA14_RS18070",225,241,577,470,536,567
"PA14_RS18075",4520,4937,1803,2312,3596,8525
"PA14_RS18080",685,789,604,369,427,896
"PA14_RS18085",8190,5687,8629,7195,8080,8991
"PA14_RS18090",988,1129,1200,808,934,951
"PA14_RS18095",174,113,152,153,199,141
"PA14_RS18100",25,19,23,20,37,25
"PA14_RS30675",60,50,55,67,67,76
"PA14_RS31555",57,59,85,82,92,107
"PA14_RS18115",117,88,154,53,70,63
"PA14_RS18120",60,53,43,57,67,102
"PA14_RS18125",190,178,179,186,226,221
"PA14_RS18130",158,177,193,145,152,161
"PA14_RS18135",724,723,686,704,977,926
"PA14_RS18140",1025,932,953,924,1269,1255
"PA14_RS18145",3126,3053,3131,2947,3792,3940
"PA14_RS18150",258,218,216,248,336,348
"PA14_RS18155",419,336,377,307,342,346
"PA14_RS18160",1515,1431,1383,1208,1508,1427
"PA14_RS18165",3267,2649,3318,2873,3828,3970
"PA14_RS18170",6496,5483,6015,5277,6297,6282
"PA14_RS18175",1336,950,1428,883,1079,1173
"PA14_RS18180",143,145,127,150,180,189
"PA14_RS18185",245,201,170,179,295,390
"PA14_RS18190",803,379,462,1342,1433,1331
"PA14_RS18195",374,226,348,986,648,484
"PA14_RS18200",204,151,323,646,586,409
"PA14_RS18205",1519,1029,1483,1337,1654,1741
"PA14_RS18210",112,85,99,93,90,108
"PA14_RS18215",188,123,192,109,161,122
"PA14_RS18220",131,124,112,73,94,120
"PA14_RS18225",56,53,50,29,38,47
"PA14_RS18230",191,161,177,134,136,176
"PA14_RS18235",118,71,106,83,83,100
"PA14_RS18240",333,284,298,295,263,378
"PA14_RS18245",305,162,141,48,49,56
"PA14_RS18250",604,629,584,279,338,346
"PA14_RS18255",224,169,168,826,854,1009
"PA14_RS18260",126,77,110,475,537,707
"PA14_RS18265",72,43,59,93,119,147
"PA14_RS18270",232,122,186,381,472,429
"PA14_RS18275",142,110,142,170,204,257
"PA14_RS18280",2017,1738,1755,2121,2570,3030
"PA14_RS18285",877,682,685,800,956,1007
"PA14_RS18290",42,26,25,39,57,59
"PA14_RS18295",133,78,102,72,124,121
"PA14_RS18300",232,145,175,147,151,225
"PA14_RS18305",53,37,46,27,34,37
"PA14_RS18310",38,29,38,37,40,45
"PA14_RS18315",63,66,62,56,71,68
"PA14_RS18320",40,43,39,54,57,57
"PA14_RS18325",197,153,183,138,149,183
"PA14_RS18330",94,110,111,72,93,86
"PA14_RS18335",264,275,300,411,389,437
"PA14_RS18340",1655,1057,1208,1243,1544,1717
"PA14_RS18345",34,27,49,38,69,57
"PA14_RS18350",215,171,199,211,245,296
"PA14_RS18355",57,38,58,62,69,72
"PA14_RS18360",54,37,47,53,62,53
"PA14_RS18365",138,114,142,92,97,86
"PA14_RS18370",183,139,121,114,140,195
"PA14_RS18375",108,73,80,82,76,108
"PA14_RS18380",52,36,54,35,34,40
"PA14_RS18385",293,246,236,333,440,428
"PA14_RS18390",481,425,419,633,776,802
"PA14_RS18395",1356,1251,1237,1044,1636,1827
"PA14_RS18400",353,405,343,268,480,601
"PA14_RS18405",325,408,318,280,497,553
"PA14_RS18410",1324,1481,1226,1261,1880,1889
"PA14_RS18415",403,425,409,417,620,520
"PA14_RS18420",67,65,74,68,90,79
"PA14_RS18425",842,793,924,946,1252,1170
"PA14_RS18430",254,237,349,329,544,575
"PA14_RS18435",1167,822,1496,882,1154,907
"PA14_RS18440",2048,1652,2398,1371,1487,1665
"PA14_RS18445",181,203,212,125,142,159
"PA14_RS18450",321,239,386,243,253,209
"PA14_RS18455",414,338,439,347,339,340
"PA14_RS18460",367,328,376,554,566,655
"PA14_RS18465",63,36,51,45,43,48
"PA14_RS18470",527,296,405,243,262,259
"PA14_RS18475",792,597,649,484,579,591
"PA14_RS18480",1335,1024,1327,809,837,931
"PA14_RS18485",1683,1772,2310,1312,1477,1609
"PA14_RS18490",2424,1949,2909,1538,1649,1932
"PA14_RS18495",1763,1425,1994,1140,1502,1483
"PA14_RS18500",1197,949,1276,1116,1607,1230
"PA14_RS18505",1295,1143,1427,1306,1583,1477
"PA14_RS18510",2179,2055,2409,2462,2371,2433
"PA14_RS18515",4716,3868,5951,5483,4900,5063
"PA14_RS18520",2554,2014,2113,2495,2436,3535
"PA14_RS18525",932,740,871,836,850,1328
"PA14_RS18530",2128,1921,2164,1510,1602,2438
"PA14_RS18535",2576,2297,2633,1680,2019,2343
"PA14_RS18540",2293,1913,2473,1164,1297,1491
"PA14_RS18545",2048,1719,2662,694,916,1066
"PA14_RS18550",353,545,393,119,100,135
"PA14_RS18555",638,692,610,202,221,252
"PA14_RS18560",327,274,257,226,310,315
"PA14_RS18565",227,219,186,162,192,247
"PA14_RS18570",138,117,99,102,102,135
"PA14_RS18575",439,443,349,372,395,422
"PA14_RS18580",419,441,377,254,311,320
"PA14_RS18585",459,454,527,361,417,453
"PA14_RS18590",1370,1071,1478,886,920,1042
"PA14_RS18595",816,561,995,450,502,521
"PA14_RS18600",2239,2168,2601,1997,1812,1804
"PA14_RS18605",3968,2774,4199,3331,3734,3573
"PA14_RS18610",328,304,396,332,329,370
"PA14_RS18615",452,397,430,364,452,487
"PA14_RS18620",186,164,170,153,184,199
"PA14_RS18625",281,183,175,190,232,243
"PA14_RS18630",71,63,71,47,77,76
"PA14_RS18635",249,233,219,186,203,254
"PA14_RS18640",1143,669,771,370,450,461
"PA14_RS18645",2924,1265,1406,195,242,254
"PA14_RS31560",1943,1283,1331,107,96,154
"PA14_RS18655",4449,3072,3442,2529,2713,3168
"PA14_RS18660",2448,1388,1037,2197,2160,5309
"PA14_RS18665",136,111,249,272,266,207
"PA14_RS18670",171,155,169,153,203,217
"PA14_RS18675",413,264,253,211,310,362
"PA14_RS18680",189,137,162,184,211,191
"PA14_RS18685",238,233,211,296,329,359
"PA14_RS18690",223,194,277,500,489,524
"PA14_RS18695",363,238,373,310,337,282
"PA14_RS18700",123,88,104,93,103,113
"PA14_RS18705",31,19,36,33,32,42
"PA14_RS18710",64,43,72,63,81,82
"PA14_RS18715",127,56,154,86,94,96
"PA14_RS18720",99,62,183,106,135,128
"PA14_RS18725",183,94,189,191,212,242
"PA14_RS18730",774,538,396,422,435,1000
"PA14_RS31665",1450,999,612,806,838,1907
"PA14_RS18735",520,454,613,170,169,182
"PA14_RS18740",124,92,75,66,97,97
"PA14_RS18745",265,230,259,151,227,212
"PA14_RS18750",57,53,33,78,74,74
"PA14_RS18755",136,116,103,111,140,133
"PA14_RS18760",738,648,883,366,349,424
"PA14_RS18765",181,135,211,116,132,121
"PA14_RS18770",165,128,164,136,168,153
"PA14_RS18775",344,328,343,330,434,471
"PA14_RS18780",542,515,998,97,57,72
"PA14_RS18785",290,251,555,61,58,73
"PA14_RS18790",160,99,110,78,86,118
"PA14_RS18795",159,114,147,131,151,152
"PA14_RS18800",280,239,250,199,239,246
"PA14_RS18805",306,269,319,246,324,283
"PA14_RS18810",394,335,412,344,398,370
"PA14_RS18815",350,326,359,211,302,279
"PA14_RS18820",696,987,694,258,307,327
"PA14_RS18825",227,330,186,61,60,59
"PA14_RS18830",403,244,187,44,94,59
"PA14_RS18835",92,76,89,135,125,122
"PA14_RS18840",100,109,81,87,107,87
"PA14_RS18845",127,149,130,186,210,258
"PA14_RS18850",421,453,411,289,375,386
"PA14_RS18855",1075,960,883,982,1136,1207
"PA14_RS18860",4,3,2,6,8,12
"PA14_RS18865",1133,910,1198,1138,1298,1207
"PA14_RS18870",94,83,72,77,93,111
"PA14_RS18875",275,209,294,316,404,377
"PA14_RS18880",15,7,4,1,1,1
"PA14_RS18885",4,1,8,1,2,2
"PA14_RS18890",7,6,4,1,3,5
"PA14_RS18895",13,10,14,28,24,24
"PA14_RS18900",4,4,9,5,6,7
"PA14_RS18905",7,1,1,1,1,0
"PA14_RS30715",0,1,0,0,1,0
"PA14_RS18910",1,5,1,6,2,4
"PA14_RS18915",3,3,0,4,1,2
"PA14_RS18920",5,8,14,8,6,7
"PA14_RS18925",7,10,16,4,2,5
"PA14_RS18930",0,6,1,1,1,1
"PA14_RS18935",2,7,50,30,16,17
"PA14_RS18940",1,1,1,3,3,1
"PA14_RS18945",113,80,128,79,77,82
"PA14_RS18950",187,131,174,111,155,134
"PA14_RS18955",137,122,132,128,148,148
"PA14_RS18960",117,99,134,73,118,88
"PA14_RS18965",30,26,56,38,45,41
"PA14_RS18970",670,623,988,673,805,736
"PA14_RS18975",374,350,460,294,388,337
"PA14_RS18980",239,138,250,125,180,189
"PA14_RS18985",467,376,467,389,397,395
"PA14_RS18990",708,543,575,536,634,610
"PA14_RS18995",480,275,436,190,131,142
"PA14_RS19000",165,88,147,58,58,58
"PA14_RS19005",559,326,487,209,176,154
"PA14_RS19010",239,192,252,114,77,72
"PA14_RS19015",80,68,69,42,31,37
"PA14_RS19020",159,135,197,132,105,121
"PA14_RS19025",175,121,161,127,127,126
"PA14_RS19030",122,66,121,65,70,61
"PA14_RS31435",111,104,108,141,112,149
"PA14_RS19040",38,22,44,44,51,59
"PA14_RS19045",43,41,41,82,101,126
"PA14_RS19050",189,142,154,111,110,101
"PA14_RS19055",733,505,803,551,457,479
"PA14_RS19060",205,212,397,235,308,309
"PA14_RS19065",4174,2744,3793,9758,6656,4405
"PA14_RS19070",438,361,483,1567,958,486
"PA14_RS19075",332,259,307,712,501,294
"PA14_RS19080",699,610,783,1023,834,469
"PA14_RS19085",897,881,988,1151,1014,651
"PA14_RS19090",910,1271,915,797,761,776
"PA14_RS19095",501,571,550,384,431,415
"PA14_RS19100",579,645,600,447,409,441
"PA14_RS19105",85,73,107,49,66,75
"PA14_RS19110",153,79,107,4676,5685,6878
"PA14_RS19115",374,242,357,7646,9630,11314
"PA14_RS19120",261,171,332,589,543,560
"PA14_RS19125",72,51,81,162,129,177
"PA14_RS19130",9,11,10,19,21,10
"PA14_RS19135",197,119,135,135,188,218
"PA14_RS19140",1338,835,981,593,581,719
"PA14_RS19145",1059,732,496,189,243,253
"PA14_RS19150",404,322,209,107,136,180
"PA14_RS19155",2246,2802,4648,800,549,899
"PA14_RS19160",2613,2695,4623,784,535,797
"PA14_RS19165",117,80,173,86,110,116
"PA14_RS19170",53,56,65,52,70,87
"PA14_RS19175",12,11,23,18,15,13
"PA14_RS19180",16,13,21,17,19,20
"PA14_RS19185",221,175,216,162,178,197
"PA14_RS19190",100,89,128,85,103,130
"PA14_RS19195",264,135,231,229,271,311
"PA14_RS19200",222,197,211,180,210,241
"PA14_RS19205",66,64,68,69,59,86
"PA14_RS19210",43,47,39,28,45,34
"PA14_RS19215",239,201,187,290,337,422
"PA14_RS19220",71,58,68,301,280,361
"PA14_RS19225",55,37,62,147,203,253
"PA14_RS19230",468,445,414,416,477,500
"PA14_RS19235",674,651,563,588,728,752
"PA14_RS19240",792,823,869,933,1060,1074
"PA14_RS19245",592,547,642,685,793,786
"PA14_RS19250",1113,850,1325,1015,1167,1129
"PA14_RS19255",822,795,966,660,865,742
"PA14_RS19260",110,134,85,99,105,110
"PA14_RS19265",150,172,149,153,203,227
"PA14_RS19270",27,21,38,36,48,27
"PA14_RS19275",37,41,72,56,81,46
"PA14_RS19280",381,307,475,344,432,319
"PA14_RS19285",141,106,107,35,54,56
"PA14_RS19290",581,634,666,200,201,223
"PA14_RS19295",687,723,770,650,664,671
"PA14_RS19300",174,196,235,108,133,123
"PA14_RS19305",1003,940,1460,663,770,648
"PA14_RS19310",560,565,491,586,715,641
"PA14_RS19315",337,347,284,461,547,663
"PA14_RS19320",93,67,63,100,119,155
"PA14_RS19325",80,51,54,86,78,108
"PA14_RS19330",256,178,162,159,134,178
"PA14_RS19335",1700,1749,1398,1369,1563,1692
"PA14_RS19340",809,694,747,532,607,641
"PA14_RS19345",35,23,30,28,40,30
"PA14_RS19350",106,93,74,58,83,65
"PA14_RS19355",227,153,198,103,120,137
"PA14_RS19360",273,204,242,74,85,105
"PA14_RS19365",157,127,89,143,176,212
"PA14_RS19370",286,233,139,171,199,260
"PA14_RS19375",230,217,164,172,212,242
"PA14_RS19380",653,644,388,455,724,782
"PA14_RS19385",183,207,119,149,234,225
"PA14_RS19390",514,573,351,448,512,653
"PA14_RS19395",367,415,239,227,353,411
"PA14_RS19400",239,280,150,132,197,246
"PA14_RS19405",186,254,161,101,145,176
"PA14_RS19410",435,503,344,238,343,391
"PA14_RS19415",323,389,237,212,254,292
"PA14_RS19420",852,847,811,556,728,760
"PA14_RS19425",120,97,130,59,74,84
"PA14_RS19430",302,166,274,217,243,268
"PA14_RS19435",27,24,35,55,51,45
"PA14_RS19440",25,18,21,44,46,53
"PA14_RS19445",2,4,4,4,0,2
"PA14_RS19450",39,46,40,31,42,28
"PA14_RS19455",33,26,33,37,33,42
"PA14_RS19460",120,104,105,124,144,150
"PA14_RS30740",36,32,18,40,29,41
"PA14_RS19465",232,151,149,210,262,283
"PA14_RS19470",49,42,57,35,55,43
"PA14_RS19475",85,86,94,82,104,105
"PA14_RS19480",29,21,30,18,17,28
"PA14_RS19485",104,87,107,112,115,132
"PA14_RS19490",22,13,16,11,15,20
"PA14_RS19495",25,16,27,26,24,17
"PA14_RS19500",52,40,32,29,55,54
"PA14_RS19505",166,125,125,41,66,63
"PA14_RS19510",27,20,33,20,16,21
"PA14_RS19515",87,53,59,64,54,81
"PA14_RS19520",161,131,138,104,137,169
"PA14_RS19525",811,666,684,97,86,89
"PA14_RS19530",942,906,846,75,82,105
"PA14_RS19535",471,278,384,123,115,138
"PA14_RS19540",164,109,182,65,90,83
"PA14_RS19545",112,55,95,65,59,85
"PA14_RS19550",131,75,142,63,83,95
"PA14_RS19555",393,291,317,102,122,135
"PA14_RS19560",91,62,71,37,54,41
"PA14_RS19565",1931,1708,3303,418,307,353
"PA14_RS19570",1007,892,1906,344,266,321
"PA14_RS19575",105,68,142,104,91,139
"PA14_RS19580",96,63,77,19,29,35
"PA14_RS19585",84,72,77,38,69,55
"PA14_RS19590",236,187,272,225,244,300
"PA14_RS19595",54,41,68,38,49,59
"PA14_RS19600",110,70,78,84,99,115
"PA14_RS19605",195,199,190,175,253,246
"PA14_RS19610",350,292,293,298,386,397
"PA14_RS19615",146,106,93,112,140,129
"PA14_RS19620",109,120,107,103,153,111
"PA14_RS19625",15,23,25,22,33,28
"PA14_RS19630",3,8,10,2,8,4
"PA14_RS19635",73,50,44,48,73,84
"PA14_RS19640",63,37,53,55,67,58
"PA14_RS19645",204,176,205,149,191,265
"PA14_RS19650",211,128,160,108,133,167
"PA14_RS19655",59,37,40,64,88,115
"PA14_RS19660",156,97,153,1,0,2
"PA14_RS19665",30,55,46,8,14,15
"PA14_RS19670",45,37,31,1,2,2
"PA14_RS19675",62,37,82,1,2,8
"PA14_RS19680",94,66,74,1,6,0
"PA14_RS31565",33,32,18,11,13,17
"PA14_RS31440",29,15,29,21,24,23
"PA14_RS19690",877,857,1012,913,1104,856
"PA14_RS19700",71,29,56,13,16,22
"PA14_RS19705",58,30,41,20,21,19
"PA14_RS19710",60,28,50,8,17,8
"PA14_RS19715",152,46,62,29,29,42
"PA14_RS19720",566,188,286,126,140,160
"PA14_RS19725",388,51,113,22,24,32
"PA14_RS19730",407,88,158,40,38,46
"PA14_RS19735",294,54,93,17,28,30
"PA14_RS19740",146,33,68,24,22,23
"PA14_RS19745",255,40,91,22,36,26
"PA14_RS19750",280,49,107,40,38,66
"PA14_RS19755",117,81,122,71,71,95
"PA14_RS19760",161,131,141,146,202,208
"PA14_RS19765",301,274,279,244,277,285
"PA14_RS19770",432,397,502,484,551,526
"PA14_RS19775",154,147,222,191,244,202
"PA14_RS19780",295,249,273,288,397,307
"PA14_RS19785",246,178,197,302,335,360
"PA14_RS19790",100,95,85,158,218,191
"PA14_RS19795",709,334,558,321,304,354
"PA14_RS19800",689,628,501,596,658,744
"PA14_RS19805",837,739,737,889,1005,1015
"PA14_RS19810",2540,1958,2272,2376,2620,2693
"PA14_RS19815",4916,3782,4952,1404,1763,1904
"PA14_RS19820",1585,793,726,655,818,1476
"PA14_RS19825",962,680,248,244,338,968
"PA14_RS19830",59,59,68,59,52,60
"PA14_RS19835",296,348,417,247,312,276
"PA14_RS19840",717,717,1055,679,774,656
"PA14_RS19845",1274,1004,1672,1160,1433,1318
"PA14_RS19850",0,0,3,153,172,248
"PA14_RS19855",126,102,114,84,91,101
"PA14_RS19860",81,42,88,29,27,45
"PA14_RS19865",16,6,11,5,9,5
"PA14_RS19870",2,3,3,2,2,4
"PA14_RS19875",114,68,81,53,60,52
"PA14_RS19880",38,23,35,23,22,25
"PA14_RS19890",70,41,56,24,35,33
"PA14_RS19900",20,27,39,16,27,28
"PA14_RS19905",4,6,11,4,4,4
"PA14_RS19910",0,0,0,9,18,17
"PA14_RS30760",2,4,2,5,6,8
"PA14_RS31160",4,0,1,5,1,3
"PA14_RS19915",392,218,351,338,365,342
"PA14_RS19920",1712,1184,1044,357,260,296
"PA14_RS19925",299,312,350,184,234,224
"PA14_RS19930",655,657,710,427,536,530
"PA14_RS19935",98,81,83,75,96,99
"PA14_RS19940",83,58,76,53,84,58
"PA14_RS19945",43,29,23,18,20,26
"PA14_RS19950",293,153,190,176,204,267
"PA14_RS19955",113,90,346,4738,3133,799
"PA14_RS19960",393,298,395,356,389,423
"PA14_RS19965",2014,1362,2008,2052,2287,1834
"PA14_RS19970",1266,846,1164,1115,1270,1217
"PA14_RS19975",1063,754,1137,1301,1440,1470
"PA14_RS19980",2538,1470,2863,4017,4256,4907
"PA14_RS19985",1648,732,1176,782,620,944
"PA14_RS19990",1276,635,983,618,531,724
"PA14_RS19995",241,183,196,187,131,172
"PA14_RS20000",3910,1898,2799,2086,1472,1795
"PA14_RS20005",264,134,228,143,110,116
"PA14_RS20010",774,310,615,403,329,385
"PA14_RS20015",1084,823,927,743,826,868
"PA14_RS20020",406,318,563,984,1076,763
"PA14_RS20025",215,175,185,229,226,216
"PA14_RS20030",27,17,12,19,11,10
"PA14_RS20035",193,134,155,199,204,212
"PA14_RS20040",313,168,294,222,189,177
"PA14_RS20045",376,298,383,296,407,359
"PA14_RS20050",988,696,1010,718,957,797
"PA14_RS20055",503,348,442,342,357,409
"PA14_RS20060",548,561,669,640,678,659
"PA14_RS20065",343,360,330,314,447,320
"PA14_RS20070",982,782,803,672,867,726
"PA14_RS20075",13852,8504,5850,3903,5802,6612
"PA14_RS20080",361,408,325,299,380,303
"PA14_RS20085",415,377,460,383,430,358
"PA14_RS20090",3099,4702,3063,957,1211,1344
"PA14_RS20095",1936,2315,1595,548,887,1221
"PA14_RS30770",25,34,35,18,30,29
"PA14_RS20100",18,11,16,32,40,38
"PA14_RS30775",2,0,1,17,18,21
"PA14_RS20105",3,4,5,6,4,2
"PA14_RS20110",43,50,45,18,18,28
"PA14_RS20115",148,145,129,1,2,4
"PA14_RS20120",78,64,82,76,90,91
"PA14_RS20125",51,35,51,58,88,70
"PA14_RS20130",153,158,167,195,215,212
"PA14_RS20135",365,277,360,202,255,258
"PA14_RS20140",27,29,38,45,29,36
"PA14_RS20145",15,10,17,13,19,24
"PA14_RS20150",342,268,337,326,424,399
"PA14_RS20155",139,136,134,133,178,177
"PA14_RS20160",226,212,266,272,382,423
"PA14_RS20165",331,255,367,242,285,264
"PA14_RS20170",94,65,78,83,88,102
"PA14_RS20175",164,125,127,340,234,326
"PA14_RS20180",234,192,192,252,244,255
"PA14_RS20185",127,127,85,180,192,260
"PA14_RS20190",75,76,69,51,50,44
"PA14_RS20195",250,335,311,184,231,236
"PA14_RS20200",942,922,1025,515,632,594
"PA14_RS20205",1597,1302,1095,33,31,39
"PA14_RS20210",707,661,437,114,161,133
"PA14_RS20215",257,234,187,95,112,115
"PA14_RS20220",135,120,131,155,187,205
"PA14_RS20225",34602,25830,36612,12503,14124,12750
"PA14_RS20230",3632,3526,3517,1426,1706,1641
"PA14_RS20235",1117,1201,890,554,713,599
"PA14_RS20240",984,760,823,660,786,926
"PA14_RS20245",372,229,414,311,427,474
"PA14_RS31670",201,159,194,122,147,175
"PA14_RS20250",709,521,593,458,543,625
"PA14_RS20255",629,355,659,400,426,468
"PA14_RS20260",589,420,609,412,429,454
"PA14_RS20265",696,448,504,463,519,566
"PA14_RS20270",789,560,672,378,405,527
"PA14_RS20275",579,437,631,461,521,450
"PA14_RS20280",703,593,919,523,665,583
"PA14_RS20285",1013,949,1187,748,892,976
"PA14_RS20290",352,324,567,197,232,205
"PA14_RS20295",635,588,809,476,542,453
"PA14_RS20300",3190,2371,3421,3974,4247,3893
"PA14_RS20305",458,432,556,575,637,582
"PA14_RS20310",662,581,951,723,693,713
"PA14_RS20315",137,97,207,53,39,59
"PA14_RS20320",689,568,725,594,658,681
"PA14_RS20325",375,297,398,294,321,399
"PA14_RS20330",76,58,86,30,65,64
"PA14_RS20335",821,722,706,444,482,532
"PA14_RS20340",616,470,628,406,498,525
"PA14_RS20345",380,347,352,279,333,346
"PA14_RS20350",1687,1547,1502,1103,1455,1397
"PA14_RS20355",1009,1052,1048,805,871,869
"PA14_RS20360",1621,1522,1769,1349,1457,1426
"PA14_RS20365",1957,1631,2691,1059,1166,1296
"PA14_RS20370",845,532,1132,350,418,420
"PA14_RS20375",1498,1507,1816,815,856,991
"PA14_RS20380",2188,1590,2641,992,1173,1253
"PA14_RS20385",6220,4019,5930,3608,3841,4957
"PA14_RS20390",76,67,149,71,91,81
"PA14_RS20395",5,6,6,2,4,3
"PA14_RS20400",14,9,7,3,6,8
"PA14_RS20405",1,1,2,2,1,3
"PA14_RS20410",145,212,285,125,103,125
"PA14_RS20415",28,18,27,16,13,19
"PA14_RS20420",1,0,1,1,1,2
"PA14_RS20425",1,2,1,7,5,3
"PA14_RS20430",2,2,1,22,21,12
"PA14_RS20435",2,2,3,1,4,3
"PA14_RS20440",432,510,458,396,431,408
"PA14_RS20445",1170,1170,1032,910,898,868
"PA14_RS20450",1149,1130,1082,798,799,918
"PA14_RS20455",443,459,434,361,331,365
"PA14_RS20460",1256,1063,1405,729,713,793
"PA14_RS20465",989,877,1110,648,729,802
"PA14_RS20470",1407,1525,1223,1031,909,843
"PA14_RS20475",699,756,714,613,515,583
"PA14_RS20480",348,355,349,270,246,270
"PA14_RS20485",901,794,666,471,515,671
"PA14_RS20490",2412,1047,1574,2900,3219,4639
"PA14_RS20495",302,199,246,303,371,426
"PA14_RS20500",3910,3309,2669,6064,6496,6818
"PA14_RS20505",402,331,215,581,575,585
"PA14_RS20510",580,434,229,659,796,733
"PA14_RS20515",523,333,222,612,678,643
"PA14_RS20520",436,328,236,500,544,594
"PA14_RS20525",1386,2507,1381,628,772,850
"PA14_RS20530",837,1296,1169,543,637,573
"PA14_RS20535",86,57,81,106,105,96
"PA14_RS20540",188,129,216,133,142,164
"PA14_RS20545",348,214,368,225,215,197
"PA14_RS20550",907,740,753,453,518,589
"PA14_RS20555",524,370,367,153,200,169
"PA14_RS20560",722,590,587,114,156,140
"PA14_RS20565",843,686,697,162,178,167
"PA14_RS20570",878,576,723,164,185,210
"PA14_RS20575",146,126,169,97,136,138
"PA14_RS20580",74,68,74,43,62,58
"PA14_RS20585",330,306,407,176,206,248
"PA14_RS20590",569,499,588,420,507,498
"PA14_RS20595",150,138,138,85,89,102
"PA14_RS20600",1273,1019,1205,1022,1165,1259
"PA14_RS20605",5716,4362,5593,6455,7277,7524
"PA14_RS20610",968,1073,647,353,519,530
"PA14_RS20615",4274,4356,2792,1348,1877,1720
"PA14_RS20620",2944,3274,2065,979,1380,1152
"PA14_RS20625",1476,1015,881,1061,1428,2200
"PA14_RS20630",1494,1242,1027,1091,1318,1925
"PA14_RS20635",7032,6196,7154,4817,5195,5427
"PA14_RS20640",1101,1016,1135,681,770,744
"PA14_RS20645",625,645,598,375,452,461
"PA14_RS20650",1418,1545,1651,1048,1247,1094
"PA14_RS20655",324,302,282,245,292,249
"PA14_RS20660",619,500,545,438,448,397
"PA14_RS20665",220,134,233,164,135,169
"PA14_RS20670",4531,2012,3724,3516,2805,3442
"PA14_RS20675",535,304,394,313,361,401
"PA14_RS20680",258,217,272,209,233,260
"PA14_RS20685",161,137,198,121,136,174
"PA14_RS20690",334,257,331,228,335,328
"PA14_RS20695",484,333,424,241,275,325
"PA14_RS20700",303,234,242,208,212,295
"PA14_RS20705",412,391,474,458,579,493
"PA14_RS20710",208,184,173,285,306,345
"PA14_RS20715",1329,1195,1205,1083,1243,1153
"PA14_RS20720",1406,980,1210,1129,1350,1214
"PA14_RS20725",547,547,594,244,276,367
"PA14_RS20730",327,309,357,158,176,184
"PA14_RS20735",160,110,123,104,133,114
